image,seg_index,model,onnx,img_path,phi,yhat,L_global,L_global_src,global_result,L_global_imputed,L_object,L_object_src,object_result,L_object_imputed,L_background,L_background_src,background_result,L_background_imputed,Gamma,Gamma_defined
resnet_large__label_5__idx_3142,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_5__idx_3142.png,0.2348170280456543,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.2348170280456543,True
resnet_large__label_60__idx_3105,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_60__idx_3105.png,0.28803277015686035,71,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.28803277015686035,True
resnet_large__label_62__idx_7064,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_62__idx_7064.png,0.08103275299072266,99,0.0,SAFE->0,unsat False,True,0.023263931274414,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.057768821716308656,True
resnet_large__label_63__idx_2652,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_63__idx_2652.png,0.7203309535980225,99,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.7203309535980225,True
resnet_large__label_63__idx_6947,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_63__idx_6947.png,0.6211400032043457,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_64__idx_2767,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_64__idx_2767.png,0.35234642028808594,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0366091728210449,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_66__idx_5883,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_66__idx_5883.png,0.364454984664917,99,0.3135592937469482,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.6780142784118652,True
resnet_large__label_66__idx_9469,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_66__idx_9469.png,0.1838529109954834,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.1838529109954834,True
resnet_large__label_68__idx_2485,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_68__idx_2485.png,0.1096196174621582,99,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.1096196174621582,True
resnet_large__label_68__idx_918,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_68__idx_918.png,0.3347790241241455,99,0.0,SAFE->0,unsat False,True,0.006967544555664,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.3278114795684815,True
resnet_large__label_71__idx_4338,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_71__idx_4338.png,0.00834512710571289,71,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_76__idx_33,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_76__idx_33.png,0.3154418468475342,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.3154418468475342,True
resnet_large__label_76__idx_3657,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_76__idx_3657.png,0.10001277923583984,99,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.10001277923583984,True
resnet_large__label_77__idx_8915,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_77__idx_8915.png,0.5889930725097656,99,0.1993327140808105,lb_min_finite,unsat False,False,0.2410140037536621,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.5473117828369141,True
resnet_large__label_78__idx_5742,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_78__idx_5742.png,0.4531373977661133,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_78__idx_7980,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_78__idx_7980.png,0.3791778087615967,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.3791778087615967,True
resnet_large__label_80__idx_3620,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_80__idx_3620.png,0.4590456485748291,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0189366340637207,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_81__idx_134,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_81__idx_134.png,0.3519301414489746,23,0.1839485168457031,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.5358786582946777,True
resnet_large__label_81__idx_3388,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_81__idx_3388.png,0.6004009246826172,79,0.1230788230895996,lb_min_finite,timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_81__idx_5803,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_81__idx_5803.png,0.21290898323059082,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.21290898323059082,True
resnet_large__label_81__idx_9853,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_81__idx_9853.png,0.08799266815185547,79,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_82__idx_8354,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_82__idx_8354.png,0.2757422924041748,67,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.2757422924041748,True
resnet_large__label_83__idx_7948,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_83__idx_7948.png,0.010097742080688477,10,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_84__idx_1886,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_84__idx_1886.png,0.32535576820373535,99,0.0875172615051269,lb_min_finite,unsat False,False,0.1627568006515503,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.25011622905731196,True
resnet_large__label_85__idx_1650,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_85__idx_1650.png,0.3565030097961426,79,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.3565030097961426,True
resnet_large__label_85__idx_4482,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_85__idx_4482.png,0.3810281753540039,99,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_86__idx_5679,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_86__idx_5679.png,0.5259013175964355,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_86__idx_6459,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_86__idx_6459.png,0.14672064781188965,10,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.14672064781188965,True
resnet_large__label_88__idx_4474,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_88__idx_4474.png,0.28925657272338867,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.28925657272338867,True
resnet_large__label_88__idx_5910,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_88__idx_5910.png,0.7303779125213623,23,0.0650711059570312,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.7954490184783936,True
resnet_large__label_89__idx_5310,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_89__idx_5310.png,0.4174652099609375,67,0.0332146883010864,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.4506798982620239,True
resnet_large__label_89__idx_9025,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_89__idx_9025.png,0.002870321273803711,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_90__idx_4217,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_90__idx_4217.png,0.622514009475708,67,0.0707154273986816,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.6932294368743896,True
resnet_large__label_91__idx_1194,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_91__idx_1194.png,0.5279834270477295,99,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.5279834270477295,True
resnet_large__label_91__idx_200,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_91__idx_200.png,1.2597832679748535,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_93__idx_7162,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_93__idx_7162.png,0.5177507400512695,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.5177507400512695,True
resnet_large__label_93__idx_8828,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_93__idx_8828.png,0.09141778945922852,61,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.09141778945922852,True
resnet_large__label_94__idx_3842,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_94__idx_3842.png,0.23871397972106934,99,0.1887952089309692,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.4275091886520386,True
resnet_large__label_94__idx_7371,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_94__idx_7371.png,0.6307549476623535,79,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.6307549476623535,True
resnet_large__label_94__idx_9000,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_94__idx_9000.png,1.2178969383239746,94,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_95__idx_1371,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_95__idx_1371.png,0.025307416915893555,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
