image,seg_index,model,onnx,img_path,phi,yhat,L_global,L_global_src,global_result,L_global_imputed,L_object,L_object_src,object_result,L_object_imputed,L_background,L_background_src,background_result,L_background_imputed,Gamma,Gamma_defined
resnet_large__label_31__idx_476,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_31__idx_476.png,0.4741806983947754,60,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.4741806983947754,True
resnet_medium__label_6__idx_4225,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_6__idx_4225.png,0.3288869857788086,67,0.1351375579833984,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.46402454376220703,True
resnet_large__label_17__idx_8201,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_17__idx_8201.png,0.46218395233154297,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.46218395233154297,True
resnet_medium__label_9__idx_6416,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_9__idx_6416.png,0.47603940963745117,99,0.0105652809143066,lb_min_finite,unsat False,False,0.0265426635742187,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.46006202697753906,True
resnet_large__label_89__idx_5310,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_89__idx_5310.png,0.4174652099609375,67,0.0332146883010864,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.4506798982620239,True
resnet_large__label_94__idx_3842,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_94__idx_3842.png,0.23871397972106934,99,0.1887952089309692,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.4275091886520386,True
resnet_medium__label_33__idx_3933,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_33__idx_3933.png,0.4174315929412842,67,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.4174315929412842,True
resnet_large__label_55__idx_1524,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_55__idx_1524.png,0.3873777389526367,79,0.0192208290100097,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat False,True,-0.40659856796264643,True
resnet_medium__label_54__idx_9735,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_54__idx_9735.png,0.39801025390625,79,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.39801025390625,True
resnet_medium__label_85__idx_2810,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_85__idx_2810.png,0.38463830947875977,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.38463830947875977,True
resnet_large__label_78__idx_7980,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_78__idx_7980.png,0.3791778087615967,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.3791778087615967,True
resnet_large__label_41__idx_3593,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_41__idx_3593.png,0.37726259231567383,67,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.37726259231567383,True
resnet_medium__label_89__idx_7265,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_89__idx_7265.png,0.37330055236816406,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.37330055236816406,True
resnet_large__label_85__idx_1650,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_85__idx_1650.png,0.3565030097961426,79,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.3565030097961426,True
resnet_medium__label_59__idx_1660,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_59__idx_1660.png,0.34490180015563965,99,0.1339859962463379,lb_min_finite,timeout False,False,0.1316580772399902,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,-0.3472297191619873,True
resnet_medium__label_33__idx_5659,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_33__idx_5659.png,0.3448491096496582,79,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.3448491096496582,True
resnet_large__label_68__idx_918,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_68__idx_918.png,0.3347790241241455,99,0.0,SAFE->0,unsat False,True,0.006967544555664,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.3278114795684815,True
resnet_large__label_76__idx_33,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_76__idx_33.png,0.3154418468475342,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.3154418468475342,True
resnet_medium__label_25__idx_1061,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_25__idx_1061.png,0.30762529373168945,61,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.30762529373168945,True
resnet_medium__label_52__idx_9095,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_52__idx_9095.png,0.29461050033569336,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.29461050033569336,True
resnet_large__label_58__idx_9116,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_58__idx_9116.png,0.29084300994873047,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.29084300994873047,True
resnet_large__label_88__idx_4474,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_88__idx_4474.png,0.28925657272338867,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.28925657272338867,True
resnet_large__label_60__idx_3105,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_60__idx_3105.png,0.28803277015686035,71,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.28803277015686035,True
resnet_large__label_51__idx_3515,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_51__idx_3515.png,0.2826519012451172,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.2826519012451172,True
resnet_large__label_82__idx_8354,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_82__idx_8354.png,0.2757422924041748,67,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.2757422924041748,True
resnet_medium__label_88__idx_6654,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_88__idx_6654.png,0.2619471549987793,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.2619471549987793,True
resnet_large__label_47__idx_6926,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_47__idx_6926.png,0.2507462501525879,60,0.0095655918121337,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.26031184196472157,True
resnet_large__label_27__idx_7106,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_27__idx_7106.png,0.2598228454589844,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.2598228454589844,True
resnet_medium__label_46__idx_993,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_46__idx_993.png,0.24966049194335938,28,0.0062232017517089,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.25588369369506825,True
resnet_medium__label_93__idx_6196,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_93__idx_6196.png,0.24490070343017578,61,0.0061726570129394,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.2510733604431152,True
resnet_large__label_84__idx_1886,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_84__idx_1886.png,0.32535576820373535,99,0.0875172615051269,lb_min_finite,unsat False,False,0.1627568006515503,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.25011622905731196,True
resnet_large__label_5__idx_3142,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_5__idx_3142.png,0.2348170280456543,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.2348170280456543,True
resnet_medium__label_43__idx_8824,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_43__idx_8824.png,0.08773636817932129,79,0.1283178329467773,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.21605420112609858,True
resnet_large__label_81__idx_5803,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_81__idx_5803.png,0.21290898323059082,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.21290898323059082,True
resnet_medium__label_34__idx_3617,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_34__idx_3617.png,0.20652055740356445,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.20652055740356445,True
resnet_medium__label_16__idx_9074,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_16__idx_9074.png,0.22861194610595703,79,0.0,SAFE->0,unsat False,True,0.0232982635498046,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.20531368255615243,True
resnet_medium__label_92__idx_6225,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_92__idx_6225.png,0.20442676544189453,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.20442676544189453,True
resnet_medium__label_90__idx_2721,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_90__idx_2721.png,0.18832755088806152,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.18832755088806152,True
resnet_large__label_66__idx_9469,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_66__idx_9469.png,0.1838529109954834,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.1838529109954834,True
resnet_medium__label_42__idx_6462,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_42__idx_6462.png,0.012974262237548828,23,0.1729720830917358,lb_min_finite,timeout False,False,0.0165095329284667,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.16943681240081793,True
resnet_medium__label_80__idx_1690,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_80__idx_1690.png,0.16928577423095703,79,0.0028934478759765,lb_min_finite,timeout False,False,0.0190315246582031,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,-0.15314769744873044,True
resnet_medium__label_63__idx_3374,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_63__idx_3374.png,0.14889907836914062,99,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.14889907836914062,True
resnet_medium__label_17__idx_9941,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_17__idx_9941.png,0.1481647491455078,60,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.1481647491455078,True
resnet_large__label_86__idx_6459,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_86__idx_6459.png,0.14672064781188965,10,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.14672064781188965,True
resnet_medium__label_27__idx_1968,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_27__idx_1968.png,0.1290426254272461,99,0.0222551822662353,lb_min_finite,unsat False,False,0.0095148086547851,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.1417829990386963,True
resnet_medium__label_66__idx_1902,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_66__idx_1902.png,0.0623779296875,79,0.0750455856323242,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.13742351531982422,True
resnet_large__label_19__idx_9413,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_19__idx_9413.png,0.1341419219970703,39,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.1341419219970703,True
resnet_medium__label_2__idx_8815,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_2__idx_8815.png,0.11419677734375,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.11419677734375,True
resnet_medium__label_72__idx_792,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_72__idx_792.png,0.11393404006958008,79,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.11393404006958008,True
resnet_large__label_19__idx_1885,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_19__idx_1885.png,0.08087015151977539,67,0.0324785113334655,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.11334866285324088,True
resnet_large__label_68__idx_2485,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_68__idx_2485.png,0.1096196174621582,99,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.1096196174621582,True
resnet_large__label_52__idx_2381,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_52__idx_2381.png,0.10795211791992188,71,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.10795211791992188,True
resnet_medium__label_12__idx_6868,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_12__idx_6868.png,0.10258793830871582,23,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.10258793830871582,True
resnet_large__label_76__idx_3657,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_76__idx_3657.png,0.10001277923583984,99,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.10001277923583984,True
resnet_large__label_93__idx_8828,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_93__idx_8828.png,0.09141778945922852,61,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,-0.09141778945922852,True
resnet_medium__label_45__idx_1537,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_45__idx_1537.png,0.051940202713012695,23,0.0710425376892089,lb_min_finite,timeout False,False,0.0333855152130126,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,-0.089597225189209,True
resnet_large__label_44__idx_2912,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_44__idx_2912.png,0.07598519325256348,67,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.07598519325256348,True
resnet_medium__label_96__idx_3701,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_96__idx_3701.png,0.07407236099243164,79,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.07407236099243164,True
resnet_medium__label_76__idx_1471,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_76__idx_1471.png,0.06336593627929688,23,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.06336593627929688,True
resnet_large__label_62__idx_7064,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_62__idx_7064.png,0.08103275299072266,99,0.0,SAFE->0,unsat False,True,0.023263931274414,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,-0.057768821716308656,True
