image,model,property,tag,is_global,segment_index,eps,k,top1_label,top1_score,segment_score,bbox,mask_path,mask_height,mask_width,mask_true_pixels,mask_total_pixels,mask_true_fraction,mask_fraction,nonmask_fraction,chosen_mask,is_fix_mask_flipped
n01983481_American_lobster,vgg16-7,n01983481_American_lobster_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,122,0.497706740460674,0.8389149308204651,"[0, 0, 223, 223]",property_masks/n01983481_American_lobster_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,24718,50176,0.4926259566326531,0.4926259566326531,0.5073740433673469,fix_mask,False
n01983481_American_lobster,vgg16-7,n01983481_American_lobster_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,122,0.497706740460674,0.8389149308204651,"[0, 0, 223, 223]",property_masks/n01983481_American_lobster_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,25458,50176,0.5073740433673469,0.4926259566326531,0.5073740433673469,fix_mask,False
n01984695_spiny_lobster,vgg16-7,n01984695_spiny_lobster_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,123,0.9852957197484836,,,property_masks/n01984695_spiny_lobster_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01984695_spiny_lobster,vgg16-7,n01984695_spiny_lobster_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,123,0.9852957197484836,0.5259565711021423,"[0, 0, 223, 223]",property_masks/n01984695_spiny_lobster_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,29913,50176,0.5961615114795918,0.5961615114795918,0.4038384885204081,fix_nonmask,True
n01984695_spiny_lobster,vgg16-7,n01984695_spiny_lobster_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,123,0.9852957197484836,0.5259565711021423,"[0, 0, 223, 223]",property_masks/n01984695_spiny_lobster_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,20263,50176,0.4038384885204081,0.5961615114795918,0.4038384885204081,fix_nonmask,True
n01986214_hermit_crab,vgg16-7,n01986214_hermit_crab_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,125,0.9609565555696088,,,property_masks/n01986214_hermit_crab_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01986214_hermit_crab,vgg16-7,n01986214_hermit_crab_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,125,0.9609565555696088,0.9180201888084412,"[0, 0, 223, 223]",property_masks/n01986214_hermit_crab_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,13539,50176,0.2698301977040816,0.2698301977040816,0.7301698022959183,fix_mask,False
n01986214_hermit_crab,vgg16-7,n01986214_hermit_crab_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,125,0.9609565555696088,0.9180201888084412,"[0, 0, 223, 223]",property_masks/n01986214_hermit_crab_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,36637,50176,0.7301698022959183,0.2698301977040816,0.7301698022959183,fix_mask,False
n01990800_isopod,vgg16-7,n01990800_isopod_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,126,0.999999512417334,,,property_masks/n01990800_isopod_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01990800_isopod,vgg16-7,n01990800_isopod_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,126,0.999999512417334,0.784122884273529,"[0, 0, 223, 223]",property_masks/n01990800_isopod_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,1390,50176,0.0277024872448979,0.0277024872448979,0.972297512755102,fix_mask,False
n01990800_isopod,vgg16-7,n01990800_isopod_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,126,0.999999512417334,0.784122884273529,"[0, 0, 223, 223]",property_masks/n01990800_isopod_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,48786,50176,0.972297512755102,0.0277024872448979,0.972297512755102,fix_mask,False
n02002556_white_stork,vgg16-7,n02002556_white_stork_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,127,0.9618238529650344,,,property_masks/n02002556_white_stork_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02002556_white_stork,vgg16-7,n02002556_white_stork_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,127,0.9618238529650344,0.927329957485199,"[0, 0, 223, 223]",property_masks/n02002556_white_stork_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,15917,50176,0.3172233737244898,0.3172233737244898,0.6827766262755102,fix_mask,False
n02002556_white_stork,vgg16-7,n02002556_white_stork_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,127,0.9618238529650344,0.927329957485199,"[0, 0, 223, 223]",property_masks/n02002556_white_stork_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,34259,50176,0.6827766262755102,0.3172233737244898,0.6827766262755102,fix_mask,False
n02002724_black_stork,vgg16-7,n02002724_black_stork_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,128,0.999140369820576,,,property_masks/n02002724_black_stork_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02002724_black_stork,vgg16-7,n02002724_black_stork_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,128,0.999140369820576,0.7986436486244202,"[1, 0, 221, 223]",property_masks/n02002724_black_stork_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,10357,50176,0.2064134247448979,0.2064134247448979,0.793586575255102,fix_mask,False
n02002724_black_stork,vgg16-7,n02002724_black_stork_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,128,0.999140369820576,0.7986436486244202,"[1, 0, 221, 223]",property_masks/n02002724_black_stork_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,39819,50176,0.793586575255102,0.2064134247448979,0.793586575255102,fix_mask,False
n02006656_spoonbill,vgg16-7,n02006656_spoonbill_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,129,0.9977648819574448,,,property_masks/n02006656_spoonbill_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02006656_spoonbill,vgg16-7,n02006656_spoonbill_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,129,0.9977648819574448,0.934279203414917,"[0, 0, 223, 223]",property_masks/n02006656_spoonbill_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,799,50176,0.0159239477040816,0.0159239477040816,0.9840760522959184,fix_mask,False
n02006656_spoonbill,vgg16-7,n02006656_spoonbill_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,129,0.9977648819574448,0.934279203414917,"[0, 0, 223, 223]",property_masks/n02006656_spoonbill_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,49377,50176,0.9840760522959184,0.0159239477040816,0.9840760522959184,fix_mask,False
n02007558_flamingo,vgg16-7,n02007558_flamingo_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,130,0.9999854750096072,,,property_masks/n02007558_flamingo_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02007558_flamingo,vgg16-7,n02007558_flamingo_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,130,0.9999854750096072,0.7151667475700378,"[0, 0, 223, 223]",property_masks/n02007558_flamingo_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,17750,50176,0.3537547831632653,0.3537547831632653,0.6462452168367347,fix_mask,False
n02007558_flamingo,vgg16-7,n02007558_flamingo_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,130,0.9999854750096072,0.7151667475700378,"[0, 0, 223, 223]",property_masks/n02007558_flamingo_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,32426,50176,0.6462452168367347,0.3537547831632653,0.6462452168367347,fix_mask,False
n02009229_little_blue_heron,vgg16-7,n02009229_little_blue_heron_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,131,0.9938254755600876,,,property_masks/n02009229_little_blue_heron_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02009229_little_blue_heron,vgg16-7,n02009229_little_blue_heron_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,131,0.9938254755600876,0.8742182850837708,"[0, 0, 223, 223]",property_masks/n02009229_little_blue_heron_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,7772,50176,0.1548947704081632,0.1548947704081632,0.8451052295918368,fix_mask,False
n02009229_little_blue_heron,vgg16-7,n02009229_little_blue_heron_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,131,0.9938254755600876,0.8742182850837708,"[0, 0, 223, 223]",property_masks/n02009229_little_blue_heron_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,42404,50176,0.8451052295918368,0.1548947704081632,0.8451052295918368,fix_mask,False
n02009912_American_egret,vgg16-7,n02009912_American_egret_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,132,0.9785888165887788,,,property_masks/n02009912_American_egret_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02009912_American_egret,vgg16-7,n02009912_American_egret_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,132,0.9785888165887788,0.9150627255439758,"[0, 0, 223, 223]",property_masks/n02009912_American_egret_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,1343,50176,0.0267657844387755,0.0267657844387755,0.9732342155612244,fix_mask,False
n02009912_American_egret,vgg16-7,n02009912_American_egret_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,132,0.9785888165887788,0.9150627255439758,"[0, 0, 223, 223]",property_masks/n02009912_American_egret_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,48833,50176,0.9732342155612244,0.0267657844387755,0.9732342155612244,fix_mask,False
n02011460_bittern,vgg16-7,n02011460_bittern_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,133,0.99526266909743,,,property_masks/n02011460_bittern_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02011460_bittern,vgg16-7,n02011460_bittern_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,133,0.99526266909743,0.7408262491226196,"[0, 0, 223, 223]",property_masks/n02011460_bittern_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,3570,50176,0.0711495535714285,0.0711495535714285,0.9288504464285714,fix_mask,False
n02011460_bittern,vgg16-7,n02011460_bittern_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,133,0.99526266909743,0.7408262491226196,"[0, 0, 223, 223]",property_masks/n02011460_bittern_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,46606,50176,0.9288504464285714,0.0711495535714285,0.9288504464285714,fix_mask,False
n02012849_crane,vgg16-7,n02012849_crane_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,134,0.7814366078147983,,,property_masks/n02012849_crane_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02012849_crane,vgg16-7,n02012849_crane_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,134,0.7814366078147983,0.8162023425102234,"[0, 0, 223, 223]",property_masks/n02012849_crane_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,8766,50176,0.1747050382653061,0.1747050382653061,0.8252949617346939,fix_mask,False
n02012849_crane,vgg16-7,n02012849_crane_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,134,0.7814366078147983,0.8162023425102234,"[0, 0, 223, 223]",property_masks/n02012849_crane_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,41410,50176,0.8252949617346939,0.1747050382653061,0.8252949617346939,fix_mask,False
n02013706_limpkin,vgg16-7,n02013706_limpkin_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,135,0.9996870632779484,,,property_masks/n02013706_limpkin_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02013706_limpkin,vgg16-7,n02013706_limpkin_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,135,0.9996870632779484,0.7448486685752869,"[1, 0, 223, 223]",property_masks/n02013706_limpkin_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,30990,50176,0.6176259566326531,0.6176259566326531,0.3823740433673469,fix_nonmask,True
n02013706_limpkin,vgg16-7,n02013706_limpkin_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,135,0.9996870632779484,0.7448486685752869,"[1, 0, 223, 223]",property_masks/n02013706_limpkin_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,19186,50176,0.3823740433673469,0.6176259566326531,0.3823740433673469,fix_nonmask,True
n02017213_European_gallinule,vgg16-7,n02017213_European_gallinule_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,136,0.9999932963741422,,,property_masks/n02017213_European_gallinule_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02017213_European_gallinule,vgg16-7,n02017213_European_gallinule_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,136,0.9999932963741422,0.6337078809738159,"[0, 12, 223, 223]",property_masks/n02017213_European_gallinule_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,30556,50176,0.6089764030612245,0.6089764030612245,0.3910235969387755,fix_nonmask,True
n02017213_European_gallinule,vgg16-7,n02017213_European_gallinule_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,136,0.9999932963741422,0.6337078809738159,"[0, 12, 223, 223]",property_masks/n02017213_European_gallinule_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,19620,50176,0.3910235969387755,0.6089764030612245,0.3910235969387755,fix_nonmask,True
n02018207_American_coot,vgg16-7,n02018207_American_coot_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,137,0.8925754330143759,,,property_masks/n02018207_American_coot_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02018207_American_coot,vgg16-7,n02018207_American_coot_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,137,0.8925754330143759,0.8024709224700928,"[0, 0, 223, 223]",property_masks/n02018207_American_coot_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,1528,50176,0.0304528061224489,0.0304528061224489,0.9695471938775512,fix_mask,False
n02018207_American_coot,vgg16-7,n02018207_American_coot_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,137,0.8925754330143759,0.8024709224700928,"[0, 0, 223, 223]",property_masks/n02018207_American_coot_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,48648,50176,0.9695471938775512,0.0304528061224489,0.9695471938775512,fix_mask,False
n02018795_bustard,vgg16-7,n02018795_bustard_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,138,0.9999990120212192,,,property_masks/n02018795_bustard_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02018795_bustard,vgg16-7,n02018795_bustard_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,138,0.9999990120212192,0.7597479820251465,"[0, 1, 223, 223]",property_masks/n02018795_bustard_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,20550,50176,0.4095583545918367,0.4095583545918367,0.5904416454081632,fix_mask,False
n02018795_bustard,vgg16-7,n02018795_bustard_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,138,0.9999990120212192,0.7597479820251465,"[0, 1, 223, 223]",property_masks/n02018795_bustard_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,29626,50176,0.5904416454081632,0.4095583545918367,0.5904416454081632,fix_mask,False
n02025239_ruddy_turnstone,vgg16-7,n02025239_ruddy_turnstone_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,139,0.9998092512953124,,,property_masks/n02025239_ruddy_turnstone_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02025239_ruddy_turnstone,vgg16-7,n02025239_ruddy_turnstone_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,139,0.9998092512953124,0.8655216097831726,"[0, 0, 223, 223]",property_masks/n02025239_ruddy_turnstone_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,12609,50176,0.2512954400510204,0.2512954400510204,0.7487045599489796,fix_mask,False
n02025239_ruddy_turnstone,vgg16-7,n02025239_ruddy_turnstone_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,139,0.9998092512953124,0.8655216097831726,"[0, 0, 223, 223]",property_masks/n02025239_ruddy_turnstone_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,37567,50176,0.7487045599489796,0.2512954400510204,0.7487045599489796,fix_mask,False
n02027492_red-backed_sandpiper,vgg16-7,n02027492_red-backed_sandpiper_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,140,0.9946468044608966,,,property_masks/n02027492_red-backed_sandpiper_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02027492_red-backed_sandpiper,vgg16-7,n02027492_red-backed_sandpiper_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,140,0.9946468044608966,0.9147173166275024,"[0, 0, 223, 223]",property_masks/n02027492_red-backed_sandpiper_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,1141,50176,0.0227399553571428,0.0227399553571428,0.9772600446428572,fix_mask,False
n02027492_red-backed_sandpiper,vgg16-7,n02027492_red-backed_sandpiper_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,140,0.9946468044608966,0.9147173166275024,"[0, 0, 223, 223]",property_masks/n02027492_red-backed_sandpiper_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,49035,50176,0.9772600446428572,0.0227399553571428,0.9772600446428572,fix_mask,False
n02028035_redshank,vgg16-7,n02028035_redshank_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,141,0.9984118640440112,,,property_masks/n02028035_redshank_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02028035_redshank,vgg16-7,n02028035_redshank_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,141,0.9984118640440112,0.9201090931892396,"[0, 0, 223, 222]",property_masks/n02028035_redshank_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,1131,50176,0.0225406568877551,0.0225406568877551,0.9774593431122448,fix_mask,False
n02028035_redshank,vgg16-7,n02028035_redshank_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,141,0.9984118640440112,0.9201090931892396,"[0, 0, 223, 222]",property_masks/n02028035_redshank_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,49045,50176,0.9774593431122448,0.0225406568877551,0.9774593431122448,fix_mask,False
n02033041_dowitcher,vgg16-7,n02033041_dowitcher_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,142,0.9826267815996363,,,property_masks/n02033041_dowitcher_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02033041_dowitcher,vgg16-7,n02033041_dowitcher_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,142,0.9826267815996363,0.8100309371948242,"[0, 0, 223, 223]",property_masks/n02033041_dowitcher_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,6168,50176,0.1229272959183673,0.1229272959183673,0.8770727040816326,fix_mask,False
n02033041_dowitcher,vgg16-7,n02033041_dowitcher_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,142,0.9826267815996363,0.8100309371948242,"[0, 0, 223, 223]",property_masks/n02033041_dowitcher_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,44008,50176,0.8770727040816326,0.1229272959183673,0.8770727040816326,fix_mask,False
n02037110_oystercatcher,vgg16-7,n02037110_oystercatcher_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,143,0.7116624741627084,,,property_masks/n02037110_oystercatcher_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02037110_oystercatcher,vgg16-7,n02037110_oystercatcher_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,143,0.7116624741627084,0.8058763742446899,"[0, 0, 223, 223]",property_masks/n02037110_oystercatcher_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,123,50176,0.0024513711734693,0.0024513711734693,0.9975486288265306,fix_mask,False
n02037110_oystercatcher,vgg16-7,n02037110_oystercatcher_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,143,0.7116624741627084,0.8058763742446899,"[0, 0, 223, 223]",property_masks/n02037110_oystercatcher_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,50053,50176,0.9975486288265306,0.0024513711734693,0.9975486288265306,fix_mask,False
n02051845_pelican,vgg16-7,n02051845_pelican_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,144,0.9999342037625408,,,property_masks/n02051845_pelican_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02051845_pelican,vgg16-7,n02051845_pelican_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,144,0.9999342037625408,0.8604035973548889,"[0, 0, 223, 223]",property_masks/n02051845_pelican_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,27080,50176,0.5397002551020408,0.5397002551020408,0.4602997448979591,fix_nonmask,True
n02051845_pelican,vgg16-7,n02051845_pelican_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,144,0.9999342037625408,0.8604035973548889,"[0, 0, 223, 223]",property_masks/n02051845_pelican_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,23096,50176,0.4602997448979591,0.5397002551020408,0.4602997448979591,fix_nonmask,True
n02056570_king_penguin,vgg16-7,n02056570_king_penguin_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,145,0.9999999573430468,,,property_masks/n02056570_king_penguin_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02056570_king_penguin,vgg16-7,n02056570_king_penguin_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,145,0.9999999573430468,0.7625373005867004,"[0, 0, 223, 223]",property_masks/n02056570_king_penguin_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,19502,50176,0.388671875,0.388671875,0.611328125,fix_mask,False
n02056570_king_penguin,vgg16-7,n02056570_king_penguin_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,145,0.9999999573430468,0.7625373005867004,"[0, 0, 223, 223]",property_masks/n02056570_king_penguin_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,30674,50176,0.611328125,0.388671875,0.611328125,fix_mask,False
n02058221_albatross,vgg16-7,n02058221_albatross_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,146,0.9992338931792348,,,property_masks/n02058221_albatross_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02058221_albatross,vgg16-7,n02058221_albatross_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,146,0.9992338931792348,0.908998966217041,"[0, 0, 223, 223]",property_masks/n02058221_albatross_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,11726,50176,0.2336973852040816,0.2336973852040816,0.7663026147959183,fix_mask,False
n02058221_albatross,vgg16-7,n02058221_albatross_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,146,0.9992338931792348,0.908998966217041,"[0, 0, 223, 223]",property_masks/n02058221_albatross_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,38450,50176,0.7663026147959183,0.2336973852040816,0.7663026147959183,fix_mask,False
n02066245_grey_whale,vgg16-7,n02066245_grey_whale_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,147,0.999788477055579,,,property_masks/n02066245_grey_whale_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02066245_grey_whale,vgg16-7,n02066245_grey_whale_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,147,0.999788477055579,0.9071086645126344,"[0, 1, 223, 223]",property_masks/n02066245_grey_whale_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,10839,50176,0.2160196109693877,0.2160196109693877,0.7839803890306123,fix_mask,False
n02066245_grey_whale,vgg16-7,n02066245_grey_whale_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,147,0.999788477055579,0.9071086645126344,"[0, 1, 223, 223]",property_masks/n02066245_grey_whale_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,39337,50176,0.7839803890306123,0.2160196109693877,0.7839803890306123,fix_mask,False
n02071294_killer_whale,vgg16-7,n02071294_killer_whale_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,148,0.9866536385659792,,,property_masks/n02071294_killer_whale_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02071294_killer_whale,vgg16-7,n02071294_killer_whale_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,148,0.9866536385659792,0.886272668838501,"[0, 0, 223, 223]",property_masks/n02071294_killer_whale_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,15510,50176,0.3091119260204081,0.3091119260204081,0.6908880739795918,fix_mask,False
n02071294_killer_whale,vgg16-7,n02071294_killer_whale_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,148,0.9866536385659792,0.886272668838501,"[0, 0, 223, 223]",property_masks/n02071294_killer_whale_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,34666,50176,0.6908880739795918,0.3091119260204081,0.6908880739795918,fix_mask,False
n02074367_dugong,vgg16-7,n02074367_dugong_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,149,0.9998677328414618,,,property_masks/n02074367_dugong_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02074367_dugong,vgg16-7,n02074367_dugong_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,149,0.9998677328414618,0.8628669381141663,"[0, 1, 223, 222]",property_masks/n02074367_dugong_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,2888,50176,0.0575573979591836,0.0575573979591836,0.9424426020408164,fix_mask,False
n02074367_dugong,vgg16-7,n02074367_dugong_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,149,0.9998677328414618,0.8628669381141663,"[0, 1, 223, 222]",property_masks/n02074367_dugong_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,47288,50176,0.9424426020408164,0.0575573979591836,0.9424426020408164,fix_mask,False
n02077923_sea_lion,vgg16-7,n02077923_sea_lion_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,150,0.9999980892014004,,,property_masks/n02077923_sea_lion_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n02077923_sea_lion,vgg16-7,n02077923_sea_lion_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,150,0.9999980892014004,0.8655942678451538,"[0, 0, 223, 223]",property_masks/n02077923_sea_lion_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,9247,50176,0.1842912946428571,0.1842912946428571,0.8157087053571429,fix_mask,False
